fake_or_true,news
1,"﻿Juiz determina soltura de 4 presos por pensão alimentícia no Compaj

Segundo Defensoria, presos não foram transferidos para Vidal Pessoa. DPE argumentou que crise expõe perigo a devedores de pensão

O juiz Leoney Figlioulo Harraquian determinou no sábado (7) a soltura em caráter de urgência de quatro homens que estavam presos no Complexo Penitenciário Anísio Jobim (Compaj) por atraso no pagamento de pensão alimentícia. A decisão atendeu pedido da Defensoria Pública do Amazonas (DPE-AM) diante da crise no sistema carcerário em Manaus, agravada com rebeliões, fuga e mortes desde a última semana. De acordo com a DPE, os presos não fazem parte do grupo transferido para a Cadeia Vidal Pessoa.

No pedido, a DPE-AM argumentou que a crise expõe perigo excessivo aos devedores de pensão alimentícia que cumprem medidas coercitivas no regime fechado lado a lado com os condenados por crimes comuns.

“Nesse sentido, a prisão civil deve sofrer gradativos sacrifícios até a perfeita harmonização com o direito à vida. Assim, ou bem os presos dever ser realocados para outra unidade segura, como por exemplo a carceragem do Comando da Polícia Militar ou, em último caso, a substituição por prisão domiciliar, com ou sem monitoração eletrônica”, diz o pedido de tutela provisória antecipada de urgência antecedente da DPE-AM.

A Defensoria Pública pediu que, caso não houvesse alternativa para manutenção do enceramento de forma segura, que os presos por atraso no pagamento de pensão alimentícia fossem liberados com o compromisso de apresentar a quitação do débito com o alimentado em prazo estabelecido pela Justiça.

O juiz Leoney Figlioulo deu prazo de 30 dias para a apresentação do comprovante de quitação da dívida da pensão alimentícia, sob pena de renovação da prisão, e determinou a expedição do alvará de soltura para André da Silva Moraes, Francival de Almeida Silva, Thiago Correa da Costa e Valdemar Torres de Souza Neto.

Juiz determina soltura de 4 presos por pensão alimentícia no Compaj
Segundo Defensoria, presos não foram transferidos para Vidal Pessoa.
DPE argumentou que crise expõe perigo a devedores de pensão
Do G1 AM

FACEBOOK
O juiz Leoney Figlioulo Harraquian determinou no sábado (7) a soltura em caráter de urgência de quatro homens que estavam presos no Complexo Penitenciário Anísio Jobim (Compaj) por atraso no pagamento de pensão alimentícia. A decisão atendeu pedido da Defensoria Pública do Amazonas (DPE-AM) diante da crise no sistema carcerário em Manaus, agravada com rebeliões, fuga e mortes desde a última semana. De acordo com a DPE, os presos não fazem parte do grupo transferido para a Cadeia Vidal Pessoa.

No pedido, a DPE-AM argumentou que a crise expõe perigo excessivo aos devedores de pensão alimentícia que cumprem medidas coercitivas no regime fechado lado a lado com os condenados por crimes comuns.

“Nesse sentido, a prisão civil deve sofrer gradativos sacrifícios até a perfeita harmonização com o direito à vida. Assim, ou bem os presos dever ser realocados para outra unidade segura, como por exemplo a carceragem do Comando da Polícia Militar ou, em último caso, a substituição por prisão domiciliar, com ou sem monitoração eletrônica”, diz o pedido de tutela provisória antecipada de urgência antecedente da DPE-AM.

A Defensoria Pública pediu que, caso não houvesse alternativa para manutenção do enceramento de forma segura, que os presos por atraso no pagamento de pensão alimentícia fossem liberados com o compromisso de apresentar a quitação do débito com o alimentado em prazo estabelecido pela Justiça.

O juiz Leoney Figlioulo deu prazo de 30 dias para a apresentação do comprovante de quitação da dívida da pensão alimentícia, sob pena de renovação da prisão, e determinou a expedição do alvará de soltura para André da Silva Moraes, Francival de Almeida Silva, Thiago Correa da Costa e Valdemar Torres de Souza Neto.

Entenda o caso
O primeiro tumulto nas unidades prisionais do estado ocorreu no Instituto Penal Antônio Trindade (Ipat), localizado no km 8 da BR-174 (Manaus-Boa Vista). Um total de 72 presos fugiu da unidade prisional na manhã de domingo (1o).

Horas mais tarde, por volta de 14h, detentos do Compaj iniciaram uma rebelião violenta na unidade, que resultou na morte de 56 presos. O massacre foi liderado por internos da facção Família do Norte (FDN).

A rebelião no Compaj durou aproximadamente 17h e acabou na manhã desta segunda-feira (2). Após o fim do tumulto na unidade, o Ipat e o Centro de Detenção Provisória Masculino (CDPM) também registraram distúrbios."
0,"Joesley chorou ao entrar na cela e está sem comer e tomar banho. O delator Joesley Batista chorou no momento em que os agentes abriram a cela da carceragem da superintendência da Polícia Federal em São Paulo para que ele entrasse após se entregar na tarde deste domingo.

Ao ouvir o barulho da grade fechando ele começou a chorar compulsivamente e a tremer. Seus colegas de cela tentaram o consolar mas ele teve uma crise nervosa e precisou ser medicado. Optou por não tomar banho (frio) nem se alimentar (marmita). O carcereiro chegou a brincar com ele dizendo que o bife era de confiança, que era Friboi, mas ele sequer levantou a cabeça.

A Coluna apurou que Joesley e o executivo da JBS Ricardo Saud devem ser transferidos para Brasília na segunda-feira, 10, em aeronave da Polícia Federal.

Os dois foram presos por determinação do ministro Edson Fachin, do Supremo, atendendo a pedido do procurador-geral da República, Rodrigo Janot. Eles são acusados de omitir informações no acordo de delação premiada.

A prisão é temporária, com prazo de cinco dias prorrogáveis por mais cinco."
1,"Fachin nega novo pedido de liberdade de Joesley Batista e Ricardo Saud

Dono e executivo da J&F foram presos por suspeita de omissão de informações nas delações premiadas. Acordos de Joesley e de Saud estão suspensos pela PGR; falta decisão do STF.

O ministro Edson Fachin, do Supremo Tribunal Federal (STF), negou nesta terça-feira (19) um novo pedido de liberdade apresentado pelo empresário Joesley Batista, dono da J&F, e por Ricardo Saud, executivo do grupo.

Joesley e Saud ainda podem recorrer à presidente do STF, Cármen Lúcia, que ficará de plantão na Corte até o início de fevereiro, quando os ministros voltarão do recesso.

Delatores da Lava Jato, Joesley e Ricardo Saud foram presos em razão da suspeita da Procuradoria Geral da República (PGR) de que eles omitiram informações nos depoimentos, o que os dois negam.

Ao analisar o pedido de liberdade, Fachin considerou que há risco de os dois voltarem a cometer crimes e, por issWo, a questão deve ser decidida pelo plenário do STF.

""Em liberdade, após a suspensão cautelar dos efeitos do acordo de colaboração, os requerentes poderão encontrar os mesmos estímulos direcionados a eventualmente ocultar parte dos elementos probatórios, os quais se comprometeram a entregar às autoridades em troca das sanções premiais, mas cuja disposição ocorreu, ao que tudo indica, de forma parcial e seletiva"", escreveu o ministro.

Os acordos de delação dos de Joesley e de Saud estão suspensos pela PGR desde setembro, por decisão do então procurador-geral, Rodrigo Janot (relembre no vídeo abaixo).

A rescisão definitiva, contudo, ainda depende de uma decisão de Fachin. A atual procuradora-geral, Raquel Dodge, já reforçou o pedido de Janot.

Suspeitas
A PGR suspeita que o ex-procurador da República Marcello Miller teria orientado Joesley e Saud, enquanto ainda integrava o Ministério Público, nas negociações.

No pedido para deixar a prisão preventiva – decretada antes de uma condenação judicial –, Joesley argumentou que não houve má-fé ao não revelar as conversas que teve com Miller.

A defesa diz que, quando o executivo contratou o ex-procurador, não foi informado por ele de qualquer impedimento.

Saud também negou má-fé, lembrando que a descoberta da ajuda de Miller se deu pela entrega voluntária da gravação de uma conversa que teve com Joesley para complementar as provas prometidas na delação.

Ele também argumentou que Miller foi contratado como advogado e não havia dúvida quanto à sua idoneidade."
0,"Nós vamos estuprar os corruptos afirmam presos da Papuda. Mensagens vazadas por familiares de detentos do Complexo Penitenciário da Papuda, no Distrito Federal, dão conta de ameaças de estupro que estariam sendo enviadas aos políticos que estão cumprindo pena ou prisão preventiva.

O Complexo Penitenciário da Papuda se notabilizou nos noticiários por abrigar políticos envolvidos nos escândalos do Mensalão e da Lava Jato. Entre seus hospedes famosos destacam-se Henrique Pizolatto (ex-diretor de marketing do Banco do Brasil), Jose Genoíno (ex-deputado federal petista), Carlinhos Cachoeira (bicheiro  lavador de dinheiro), Marcola (líder do PCC), Jose Dirceu (ex-deputado federal petista). O mais recente interno é o ex-ministro Geddel Vieira Lima.


Na Papuda, os condenados não têm grandes privilégios. As celas são compostas por cama, sanitário e local para banho  não há chuveiro, mas apenas um cano de água fria. O banheiro não tem porta. O detento faz suas necessidades sendo observado pelos colegas de cela. As refeições são servidas três vezes ao dia: no início da manhã, por volta do meio-dia e no início da noite. As visitas de familiares costumam ser quinzenais.

No último final de semana um protesto de presos ligados a facções criminosas que comandam presídios mandou um recado aos políticos e corruptos presos na Papuda. A partir de agora eles terão o mesmo tratamento que estupradores no cotidiano das celas. Estupradores recebem como castigo o estupro coletivo de seus colegas de cela. Passam a serem responsáveis pelos trabalhos domésticos dos líderes das facções.

Em síntese, eles terão que lavar as roupas e prestar serviços sexuais aos líderes de facções criminosas, além disso zelarão pela limpeza e conservação das celas. Um famoso ex-deputado já está casado com um traficante. Seus familiares estão pedindo intervenção da Justiça para que a violência e humilhação cessem o mais breve possível.

Segundo os detentos esta seria uma maneira de corrigir os erros da Justiça. Um traficante ouvido pela reportagem afirmou que o clima interno no presidio pe de muita revolta. Segundo ele os ladroes da periferia roubam um carro e ficam presos décadas. Os políticos roubam e guardam em casa R$ 50 milhões e passam aqui 3 meses e estão soltos. Ja que vão ficar pouco tempo mesmo, nós vamos fazer eles nunca mais esquecerem do tempo que passaram aqui.  "
1,"Laudo declara que Paulo Maluf pode continuar no Presídio da Papuda

IML confirmou que Maluf tem câncer de próstata e problema de coluna. Mas que, apesar de doente, pode continuar preso na Penitenciária da Papuda

Laudo declara que Paulo Maluf pode continuar no Presídio da Papuda
IML confirmou que Maluf tem câncer de próstata e problema de coluna. Mas que, apesar de doente, pode continuar preso na Penitenciária da Papuda.
FACEBOOK
Um laudo de dois legistas declarou que o deputado Paulo Maluf pode continuar no Presídio da Papuda.

O deputado federal Paulo Maluf, do Progressistas, foi examinado no dia 22 de dezembro, assim que chegou vindo de São Paulo. Os médicos do Instituto Médico Legal avaliaram a saúde dele a pedido do juiz da vara de execuções penais de Brasília, Bruno Macacari.

Os advogados de defesa queriam que Maluf fosse transferido para prisão domiciliar alegando que ele está doente e tem uma idade avançada, 86 anos.

A conclusão do laudo do IML confirmou que Maluf tem câncer de próstata e problema de coluna. Mas que, apesar de doente, pode continuar preso na Penitenciária da Papuda.

Ao responder a perguntas específicas do juiz, os médicos do IML dizem que Paulo Maluf tem doenças graves e permanentes, mas ""no momento"" não apresenta grave ""limitação de atividade e restrição de participação"". Ao final, o juiz pergunta se o sentenciado exige cuidados contínuos que não possam ser prestados na Penitenciária da Papuda. E a resposta é: ""Não. Todavia deverá ter acompanhamento ambulatorial especializado"".

Sobre o câncer, os peritos disseram que ele está sem sintomas, mas que o prognóstico futuro exige a avaliação de um especialista em oncologia.

O juiz ainda não decidiu sobre o pedido de prisão domiciliar para Paulo Maluf.

O juiz Bruno Macacari não permitiu que o médico particular de Paulo Maluf examinasse o deputado na cadeia. O advogado de Maluf disse que essa negativa é incompreensível e atenta contra o direito de defesa. Que o laudo confirma os problemas de saúde do deputado, mas não analisou o problema cardíaco dele. E que a negativa de prisão domiciliar vai prejudicar a saúde do cliente."
0,"O partido mais corrupto do Brasil não é o PT. Veja o partido denunciado pela PGR como o mais corrupto. O partido mais corrupto do Brasil segundo investigações da Policia Federal e denunciaa da Procuradoria geral da Republica não pe o PT. Quem ganhou este titulo foi o PMDB. Desde que Lula precisou se aliar ao PMDB e ao PP para construir maioria no Congresso para evitar o impeachment na época do mensalão começou a funcionar a maior organização criminosa do Brasil. O PMDB se aliou a Lula e vendeu seu apoio pela possibilidade de comandar os esquemas da Petrobras. O resultado foi o maior escândalo de corrupção do mundo.

O Procurador-geral da República, Rodrigo Janot, apresentou nesta sexta-feira ao Supremo Tribunal Federal (STF) denúncia contra a cúpula do PMDB do Senado pelo crime de organização criminosa no âmbito da Operação Lava Jato.


Janot acusa os senadores peemedebistas Edison Lobão (MA), Jader Barbalho (PA), Renan Calheiros (AL), Romero Jucá (RR) e Valdir Raupp (RO), além do ex-senador José Sarney (MA) e do ex-presidente da Transpetro Sérgio Machado, de receberem 864 milhões de reais em propinas e gerarem prejuízos da ordem de 5,5 bilhões de reais à Petrobras e de 113 milhões de reais à subsidiária da estatal.

Segundo a acusação apresentada hoje por Janot, a suposta organização criminosa do PMDB do Senado  foi constituída e estruturada em 2002, após a eleição de Luiz Inácio Lula da Silva, e passou a receber propinas na Petrobras a partir de 2003, quando o petista tomou posse e buscou apoio de PMDB e PP no Congresso. Em comum, os integrantes do PT, do PMDB e do PP queriam arrecadar recursos ilícitos para financiar seus projetos próprios. Assim, decidiram se juntar e dividir os cargos públicos mais relevantes, de forma que todos pudessem de alguma maneira ter asseguradas fontes de vantagens indevidas, afirma o procurador-geral da República.

O dinheiro sujo destinado aos peemedebistas, conforme Rodrigo Janot, foi retirado de contratos da Transpetro, comandada por Machado entre 2003 e 2015, e das diretorias Internacional e de Abastecimento da Petrobras. A denúncia se baseia nos relatos das delações premiadas de Sérgio Machado, Nestor Cerveró, ex-diretor da área Internacional apoiado pelo PMDB a partir de 2006, e Paulo Roberto Costa, que comandou a diretoria de Abastecimento e passou a ser sustentado politicamente pelo partido quando seu cargo esteve ameaçado, também em 2006.

A delação de Machado já havia sido considerada por Janot na denúncia que ele apresentou no final de agosto contra Renan, Jucá, Raupp, Sarney e o senador Garibaldi Alves (PMDB-RN) pelos crimes de corrupção passiva e lavagem de dinheiro em supostas propinas recebidas de contratos da Transpetro."
1,"PMDB aprova mudança de nome e passa a ser chamado MDB

Alteração da sigla faz parte de estratégia para diminuir desgaste partidário. Na convenção, legenda também vai incluir no estatuto as regras de distribuição do fundo eleitoral.

Integrantes do PMDB aprovaram, em convenção nacional extraordinária nesta terça-feira (19), a mudança do nome da legenda, com a retirada da letra “P”, que significa a palavra partido. A partir de agora, a legenda volta a ser chamada pelo nome original: MDB – Movimento Democrático Brasileiro.

Em agosto, o presidente da legenda, senador Romero Jucá (RR), já havia anunciado a intenção de alterar o nome. À época, ele afirmou que o objetivo da mudança era “ganhar as ruas”. Para oficializar a decisão, era necessário o aval dos peemedebistas, em votação feita em convenção nacional.

“O MDB seguirá no rumo da mudança que nos transformará novamente em um grande e novo movimento. Não é uma volta para o passado, mas um passo gigantesco para o futuro”, disse Jucá, em discurso aos colegas de partido.

Movimento Democrático Brasileiro era o nome da agremiação antes de 1980, quando, ainda durante a ditadura militar, foi adotado o pluripartidarismo.

O resgate da sigla MDB faz parte de uma estratégia dos peemedebistas de diminuir o desgaste do PMDB e da política partidária junto à sociedade. Vários integrantes da cúpula do partido, entre eles o presidente, senador Romero Jucá, são alvo de investigações em escândalos de corrupção.

Entre as intenções dos peemedebistas com a retomada do MDB, está a de recordar a imagem de figuras, como Ulysses Guimarães e Teotônio Vilela, protagonistas da luta pela redemocratização do país.

Em entrevista, Jucá disse que a volta ao MDB não é “para esconder” eventuais irregularidades.

“Qualquer coisa que seja investigada será respondida e cada um é, individualmente, responsável por aquilo que tenha feito de equivocado. O partido não tem nada a ver com isso, está tranquilo e vai disputar as eleições de cabeça erguida. Não temos nenhum tipo de vergonha”, disse.

De acordo com a assessoria de Jucá, a mudança de nome vai ser comunicada ao Tribunal Superior Eleitoral (TSE). Como o Judiciário entrará em recesso, a Justiça Eleitoral só deve oficializar a alteração em fevereiro.

Outras decisões
A reunião partidária foi aberta com poucos participantes no auditório. Na fala inicial, Jucá chegou a anunciar que o presidente Michel Temer chegaria em instantes ao evento, mas a participação foi cancelada minutos depois.

Após o Planalto divulgar que Temer não compareceria ao evento, o presidente surpreendeu a todos, apareceu e fez um breve discurso de 10 minutos. Ele defendeu a reforma da Previdência e sugeriu a pessoas que ganham mais que façam uma previdência complementar.

Na pauta da convenção, estão outros itens, como a adequação do estatuto partidário à legislação eleitoral, com a inclusão das regras de distribuição do fundo público destinado a bancar campanhas eleitorais.

Jucá voltou a dizer que parlamentares que defendem as posições do partido serão “apoiados com mais força” durante as eleições. “Vamos tratar com prioridade aqueles que estão fechados com a posição do partido”, afirmou.

O encontro também terá definições sobre a adoção de um sistema de governança e compliance, além do início da discussão sobre o novo programa partidário."
0,"Malafaia chama eleitores de Bolsonaro de gays enrustidos. O pastor evangélico Silas Malafaia decidiu mirar seu ódio para o presidenciável Jair Messias Bolsonaro. Em vídeo recente, o fundador da Igreja Vitoria em Cristo, chama os eleitores de Bolsonaro de homossexuais enrustidos.

Silas Malafaia está colocando suas redes sociais para trabalharem pela candidatura do prefeito Joao Doria do PSDB.  Ciente que Lula e Bolsonaro são hoje os maiores adversários de Doria, ele concentrou suas postagens na desconstrução da imagem de Bolsonaro. Provavelmente acreditando na condenação de Lula e no embate entre Doria e Bolsonaro.


Malafaia é colega de emissora de Joao Doria. Os dois apresentam na BAND seus programas em horários pagos. Estima-se que cada um invista R$ 5 milhões por mês para manter o programa semanalmente no ar. Quem sabe a vitória de Doria não conceda a Malafaia uma concessão de TV para que ele não precise mais pagar aluguel?"
1,"﻿Ao lado de Alckmin e Doria, Malafaia diz que não apoiará candidatos que defendem ideologia de gênero

Na Expo Cristã, governador e prefeito elogiaram igrejas e disseram que elas são geradoras de empregos.

O pastor Silas Malafaia, ao lado do governador Geraldo Alckmin e do prefeito João Doria, disse nesta quinta-feira (17) que quem apoiar ""ideologia de gênero"" pode ""seguir seu caminho"". O evangélico e as autoridades participaram da abertura da 13a Expo Cristã, na Zona Norte de São Paulo.

""Aproveito para dizer para as autoridades, nós não vamos apoiar em nenhuma eleição quem apoiar ideologia de gênero. Quem apoiar segue seu caminho"", disse o pastor. ""Essa é uma das maiores engenharias do diabo para destruir a família"".

""Eu conheço o gênero humano, sexo macho e fêmea"", disse Malafaia. ""Nós não negociamos nossos valores"", completa.

O governador e o prefeito tomaram café da manhã com Malafaia e outras lideranças evangélicas antes da abertura do evento. Ao discursar, Doria se referiu a Malafaia como ""meu amigo que tive a honra de dividir o café da manhã"".

pastor Silas Malafaia, ao lado do governador Geraldo Alckmin e do prefeito João Doria, disse nesta quinta-feira (17) que quem apoiar ""ideologia de gênero"" pode ""seguir seu caminho"". O evangélico e as autoridades participaram da abertura da 13a Expo Cristã, na Zona Norte de São Paulo.

""Aproveito para dizer para as autoridades, nós não vamos apoiar em nenhuma eleição quem apoiar ideologia de gênero. Quem apoiar segue seu caminho"", disse o pastor. ""Essa é uma das maiores engenharias do diabo para destruir a família"".

""Eu conheço o gênero humano, sexo macho e fêmea"", disse Malafaia. ""Nós não negociamos nossos valores"", completa.

O governador e o prefeito tomaram café da manhã com Malafaia e outras lideranças evangélicas antes da abertura do evento. Ao discursar, Doria se referiu a Malafaia como ""meu amigo que tive a honra de dividir o café da manhã""."
0,"Bolsonaro vai militarizar todas as escolas do Brasil em 4 anos. Bolsonaro vai militarizar todas as escolas do Brasil em 4 anos. Para o desespero dos professores comunistas que terão que procurar urgentemente um novo emprego, ou ir vender miçangas em praça pública.

Não dobrar short ou camiseta da educação física para diminuir seu tamanho nem usar óculos com lentes ou armações de cores esdrúxulas.


Meninos: nada de barba ou bigode por fazer e costeleta fora do padrão. Meninas: esqueçam o penteado com mechas caídas. Tingir o cabelo de forma extravagante é proibido para todos.

Contato físico que denote envolvimento de cunho amoroso (namoro, beijos etc.) é infração até fora da escola, se o aluno estiver de uniforme.

As normas de uma escola dirigida pela Polícia Militar goiana seguem o rígido padrão disciplinar de instituições de ensino militarizadas. E, se depender do pré-candidato à Presidência Jair Bolsonaro, podem virar praxe no sistema escolar nacional.

Das 147 mil unidades públicas de ensino básico, cerca de 0,1% estão sob batuta militar. São 13 comandadas pelo Exército (há um projeto para implantar uma em São Paulo) e dezenas nas mãos de PMs estaduais não há um órgão que centralize esse total, e alguns Estados não possuem o dado consolidado, mas sabe-se que Goiás lidera o ranking, com 36 colégios sob guarda da polícia e mais 18 previstos para 2018.

Bolsonaro diz que, se eleito presidente, multiplicará o modelo, fechando parcerias com as redes municipal e estadual. Reconhece ser difícil cobrir 100% da malha escolar, mas pretende em 4 anos militarizar todas as escolas públicas do Brasil.

As escolas militares passariam a ser exemplares, pois nelas há educação moral e cívica, cultua-se o respeito às autoridades, no intervalo não tem maconha, o pessoal corta o cabelo, cobra-se o dever de casa.

Professores comunistas terão que começar a procurar outros empregos. Não haverá lugar pra comunista e ateu nas escolas públicas. Educador educa pelo exemplo, não podemos deixar que a semente do mal continue prosperando na mente dos adolescentes brasileiros.

À frente do MEC (Ministério da Educação), em eventual gestão sua, colocaria um general alguém que represente autoridade, amor à pátria e respeito à família, ao contrário de titulares recentes da pasta, diz.

Cita dois petistas: [Fernando] Haddad? Pai do kit gay [projeto para discutir homofobia e sexualidades nas salas de aula]. Aloizio Mercadante manteve a mesma política.

No começo de agosto, o deputado do PSC-RJ (que deve trocar de legenda para disputar o Palácio do Planalto) distribuiu em suas redes sociais vídeo de um exemplo de ensino que deveria ser adotado em todas as escolas públicas do Brasil.

Nove filas de adolescentes de um colégio em Manaus o exaltam em coro: Convidamos Bolsonaro, salvação desta nação.

Os índices de aprovação tendem a disparar nesses colégios, que costumam ficar entre os primeiros lugares do Enem.

Tudo isso é verdade, diz Renato Janine Ribeiro, que chefiou o MEC por seis meses na administração Dilma Rousseff. De fato, existe uma preocupação muito grande com uma parcela da juventude muito sem limites, sobretudo após o caso da professora de Santa Catarina espancada por um aluno. E as escolas militares têm, sim, desempenho melhor no Ideb (Índice de Desenvolvimento da Educação Básica)."
1,"Mais de 2 mil inscrições para os colégios militares são feitas no primeiro dia em Rio Branco

Colégio deve atender 1.160 alunos e seleção vai ocorrer por meio de sorteio no dia 2 de janeiro de 2018. Aulas iniciam em março.

Mais de 2 mil inscrições para os colégios militares são feitas no primeiro dia em Rio Branco
Colégio deve atender 1.160 alunos e seleção vai ocorrer por meio de sorteio no dia 2 de janeiro de 2018. Aulas iniciam em março.

A seleção das vagas para o ensino fundamenta II, do 6o ao 9o ano, vai ocorrer por meio de sorteio público no dia 2 de janeiro de 2018. Cerca de 50% das vagas vão ser destinadas a dependentes de militares e outros 50% para a comunidade em geral.

No total, são 580 vagas para o Colégio Militar Tiradentes, no bairro Calafate, e outras 580 para o Colégio Dom Pedro II, no Residencial Rosalinda. As escolas também devem abrir vagas para o Ensino Médio após o início do ano letivo.

Para fazer inscrição, o responsável pelo candidato deve preencher uma ficha e entregar cópia da certidão de nascimento ou da carteira de identidade do candidato em um dos postos. No momento da entrega, os documentos originais também devem ser apresentados.

“É importante lembrar que só inscrição não garante a vaga, porque ainda vai ter o sorteio. Os pais devem comparecer nos locais de inscrições com a documentação da aluno. É importante a participação das pessoas no dia do sorteio para que possam acompanhar os sorteios e ver que vai ser feito tudo de forma transparente”, finaliza o major."
0,"Maria do Rosário pode tirar Bolsonaro da disputa eleitoral. A nova condenação do deputado federal Jair Messias Bolsonaro no processo movido pela também deputada Maria do Rosário pode tirar Bolsonaro das eleições 2018 em função das restrições da Lei da Ficha Limpa.

O Superior Tribunal de Justiça (STJ) rejeitou, nesta terça-feira (15), recurso do deputado Jair Bolsonaro (PSC-RJ) contra condenação do Tribunal de Justiça do Distrito Federal e Territórios (TJDFT)  por ofensa à deputada Maria do Rosário (PT-RS). Em 2014, o parlamentar disse que a colega não merecia ser estuprada por ser feia e não fazer seu gênero.  Ela não merece porque ela é muito ruim, porque ela é muito feia. Não faz meu gênero. Jamais a estupraria, disse Bolsonaro. A decisão foi por unanimidade entre os ministros da 3a Turma da Corte.


Com a condenação em segunda instância, Bolsonaro é considerado formalmente inelegível, nos termos da Lei da Ficha Limpa. Presidenciável que ocupa o segundo lugar do eleitorado, atrás apenas do ex-presidente Lula, nas principais pesquisas de intenção de voto (Ibope, Datafolha etc), o deputado só pode reverter a condição de inelegibilidade caso o o Supremo Tribunal Federal (STF) acolha o recurso que ele deve ajuizar contra o resultado do julgamento.

O TJDFT condenou o deputado a pagar R$ 10 mil à deputada por danos morais, mais veiculação de retratação pública em algum jornal de grande circulação e em seus canais oficiais no Facebook e YouTube. O parlamentar, até o momento, não cumpriu nenhuma das condenações.

A sessão do STJ estava lotada. No recurso, Bolsonaro alegava que tinha imunidade parlamentar, o que lhe protegeria do processo. A ministra Nancy Andrighini é relatora do caso e rejeitou o recurso do parlamentar. A ministra contestou a tese da defesa, embasada no Artigo 53 da Constituição, segundo a qual os deputados são invioláveis por suas opiniões, palavras e votos no exercício das funções do mandato.

Em manifestações que não guardam nenhuma relação com a função parlamentar, sem teor minimamente político, afasta-se a relação com a imunidade parlamentar. Considerando que as ofensas foram vinculadas pela imprensa e pela internet, a localização é meramente acidental, ressaltou a relatora.

Quem comemorou a decisão foi o ex-presidente Lula. Com o afastamento de Bolsonaro das eleições ele estatisticamente estaria eleito como o próximo presidente do Brasil. Nos bastidores do Instituto Lula ele teria dito: Agora não tem pra ninguém, o Brasil é nosso novamente.

Ficha Limpa ou Lei Complementar no. 135 de 2010  A lei torna inelegível por oito anos um candidato que tiver o mandato cassado, renunciar para evitar a cassação ou for condenado por decisão de órgão colegiado (com mais de um juiz), mesmo que ainda exista a possibilidade de recursos."
